fiscal_year,month,state,volume,volume_contribution,value,value_contribution,units,notes
2023-24,February,Andaman and Nicobar Islands,2.63,0.02,488.59,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Andhra Pradesh,462.35,3.82,88395.93,4.84,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Arunachal Pradesh,11.96,0.1,1942.21,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Assam,149.14,1.23,21725.42,1.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Bihar,400.48,3.31,65518.15,3.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Chandigarh,22.07,0.18,3029.82,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Chhattisgarh,115.6,0.96,16359.98,0.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Dadra and Nagar Haveli and Daman and Diu,8.57,0.07,961.27,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Delhi,423.75,3.5,57779.48,3.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Goa,29.94,0.25,4282.86,0.23,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Gujarat,392.48,3.24,65150.33,3.56,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Haryana,298.65,2.47,46490.93,2.54,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Himachal Pradesh,42.98,0.36,5847.83,0.32,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Jammu and Kashmir,45.24,0.37,6584.35,0.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Jharkhand,141.46,1.17,20410.18,1.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Karnataka,1038.59,8.58,144752.39,7.92,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Kerala,287.59,2.38,40495.11,2.22,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Ladakh,1.68,0.01,339.04,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Lakshadweep,0.29,0.0,40.12,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Madhya Pradesh,493.37,4.08,68550.32,3.75,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Maharashtra,1738.47,14.36,231170.06,12.65,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Manipur,6.41,0.05,1756.54,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Meghalaya,7.73,0.06,1350.39,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Mizoram,5.98,0.05,1229.93,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Nagaland,6.17,0.05,1402.9,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Odisha,277.08,2.29,40959.41,2.24,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Puducherry,13.58,0.11,1962.33,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Punjab,160.29,1.32,28920.21,1.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Rajasthan,540.32,4.46,86997.16,4.76,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Sikkim,4.82,0.04,795.78,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Tamil Nadu,592.63,4.9,95903.84,5.25,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Telangana,799.49,6.61,131906.83,7.22,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Tripura,10.15,0.08,1676.39,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Unclassified,2253.26,18.62,339170.69,18.56,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Uttar Pradesh,877.83,7.25,130330.17,7.13,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,Uttarakhand,84.78,0.7,11651.77,0.64,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,February,West Bengal,354.85,2.93,61540.67,3.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Andaman and Nicobar Islands,2.65,0.02,493.51,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Andhra Pradesh,465.48,3.81,90296.94,4.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Arunachal Pradesh,11.25,0.09,1838.79,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Assam,130.05,1.07,19230.38,1.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Bihar,359.24,2.94,57546.14,3.13,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Chandigarh,20.64,0.17,2843.49,0.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Chhattisgarh,112.52,0.92,15870.58,0.86,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Dadra and Nagar Haveli and Daman and Diu,8.7,0.07,952.91,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Delhi,393.65,3.23,53572.83,2.91,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Goa,29.59,0.24,4317.69,0.23,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Gujarat,376.73,3.09,62424.28,3.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Haryana,302.68,2.48,46875.26,2.55,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Himachal Pradesh,41.92,0.34,5787.9,0.31,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Jammu and Kashmir,43.49,0.36,6368.15,0.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Jharkhand,137.14,1.12,19328.2,1.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Karnataka,987.74,8.09,136780.78,7.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Kerala,282.0,2.31,40654.71,2.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Ladakh,1.73,0.01,345.77,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Lakshadweep,0.28,0.0,41.42,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Madhya Pradesh,451.9,3.7,62297.59,3.38,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Maharashtra,1729.3,14.17,230102.34,12.5,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Manipur,6.47,0.05,1730.66,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Meghalaya,6.53,0.05,1178.38,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Mizoram,5.23,0.04,1092.04,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Nagaland,5.33,0.04,1259.1,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Odisha,259.26,2.12,37962.41,2.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Puducherry,13.25,0.11,1889.21,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Punjab,154.33,1.26,28653.41,1.56,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Rajasthan,506.55,4.15,81026.02,4.4,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Sikkim,4.58,0.04,786.07,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Tamil Nadu,551.15,4.52,88612.57,4.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,January,Telangana,736.18,6.03,123049.67,6.68,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
